date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2010-04-02,sh.000001,3154.7700,3159.5980,3141.8660,3157.9570,3147.4160,12278938300,150050854794.0000,0.010239,0.334910,1,,,,,0
2010-04-06,sh.000001,3170.6120,3177.9680,3141.9300,3158.6810,3157.9570,11681470300,144082622105.0000,0.009738,0.022922,1,,,,,0
2010-04-07,sh.000001,3156.3140,3161.0810,3132.2360,3148.2220,3158.6810,10352157000,126771627758.0000,0.008626,-0.331119,1,,,,,0
2010-04-08,sh.000001,3143.4510,3143.8270,3110.2560,3118.7090,3148.2220,11464338900,142179596674.0000,0.009553,-0.937448,1,,,,,0
2010-04-09,sh.000001,3118.9260,3146.4590,3114.7880,3145.3470,3118.7090,10542596000,134094153790.0000,0.008783,0.854133,1,,,,,0
2010-04-12,sh.000001,3151.8880,3156.2110,3111.8990,3129.2630,3145.3470,13796270100,175003844825.0000,0.011489,-0.511358,1,,,,,0
2010-04-13,sh.000001,3129.6920,3173.6340,3101.4830,3161.2510,3129.2630,14398204000,184689462067.0000,0.011982,1.022223,1,,,,,0
2010-04-14,sh.000001,3161.5510,3167.6580,3145.5550,3166.1830,3161.2510,10643584700,137919385516.0000,0.008855,0.156018,1,,,,,0
2010-04-15,sh.000001,3168.1390,3181.6630,3135.9900,3164.9660,3166.1830,10626390800,136812954006.0000,0.008838,-0.038439,1,,,,,0
2010-04-16,sh.000001,3159.6720,3159.6720,3121.3660,3130.3020,3164.9660,8093491800,102904446772.0000,0.006729,-1.095243,1,,,,,0
2010-04-19,sh.000001,3096.7850,3096.7850,2977.7740,2980.2970,3130.3020,12936050500,156394431347.0000,0.010752,-4.792026,1,,,,,0
2010-04-20,sh.000001,2980.0810,2998.9130,2941.3500,2979.5330,2980.2970,10173224900,124783817741.0000,0.008454,-0.025640,1,,,,,0
2010-04-21,sh.000001,2984.6180,3034.3270,2972.0960,3033.2780,2979.5330,11630851400,146027651593.0000,0.009664,1.803810,1,,,,,0
2010-04-22,sh.000001,3021.2890,3023.6410,2978.4570,2999.4840,3033.2780,12172666400,153337726572.0000,0.010114,-1.114115,1,,,,,0
2010-04-23,sh.000001,2995.5680,3015.6330,2966.7850,2983.5370,2999.4840,10351871300,135881395939.0000,0.008601,-0.531651,1,,,,,0
2010-04-26,sh.000001,2988.0770,2996.8280,2965.8320,2969.5030,2983.5370,8914667500,116254419538.0000,0.007402,-0.470387,1,,,,,0
2010-04-27,sh.000001,2962.1450,2962.1450,2866.3420,2907.9280,2969.5030,10827127300,131158554727.0000,0.008981,-2.073578,1,,,,,0
2010-04-28,sh.000001,2883.1670,2916.6760,2865.4690,2900.3310,2907.9280,8374941100,104850717861.0000,0.006805,-0.261249,1,,,,,0
2010-04-29,sh.000001,2912.1960,2928.9300,2867.9380,2868.4320,2900.3310,8934443400,112206328592.0000,0.007257,-1.099846,1,,,,,0
2010-04-30,sh.000001,2867.6490,2875.8060,2820.9490,2870.6110,2868.4320,8873444400,105989977970.0000,0.007205,0.075972,1,,,,,0
2010-05-04,sh.000001,2821.3540,2862.5550,2809.1320,2835.2770,2870.6110,6607984400,78762912103.0000,0.005333,-1.230887,1,,,,,0
2010-05-05,sh.000001,2804.5140,2857.2930,2770.3280,2857.1510,2835.2770,9534057800,114155797823.0000,0.007694,0.771486,1,,,,,0
2010-05-06,sh.000001,2838.9510,2838.9510,2734.9990,2739.7020,2857.1510,9264931600,113199425993.0000,0.007474,-4.110703,1,,,,,0
2010-05-07,sh.000001,2685.9920,2732.1830,2665.8120,2688.3830,2739.7020,9202626000,108502459593.0000,0.007418,-1.873154,1,,,,,0
2010-05-10,sh.000001,2690.8590,2713.0610,2646.5890,2698.7570,2688.3830,8185405000,95439351168.0000,0.006590,0.385883,1,,,,,0
2010-05-11,sh.000001,2745.6040,2751.0700,2638.5330,2647.5740,2698.7570,8789710700,100980560608.0000,0.007076,-1.896544,1,,,,,0
2010-05-12,sh.000001,2628.0190,2668.1180,2604.1980,2655.7140,2647.5740,8254416000,90582042080.0000,0.006642,0.307457,1,,,,,0
2010-05-13,sh.000001,2653.5790,2711.0660,2646.8960,2710.5070,2655.7140,8307773300,90736116133.0000,0.006682,2.063210,1,,,,,0
2010-05-14,sh.000001,2692.0960,2712.8630,2677.1900,2696.6290,2710.5070,7336802400,82576727209.0000,0.005900,-0.512014,1,,,,,0
2010-05-17,sh.000001,2663.8820,2663.8820,2557.2390,2559.9310,2696.6290,8264832600,88207607272.0000,0.006584,-5.069218,1,,,,,0
2010-05-18,sh.000001,2555.1410,2603.3200,2529.6250,2594.7830,2559.9310,8279238600,84659769222.0000,0.006595,1.361445,1,,,,,0
2010-05-19,sh.000001,2581.6300,2623.9590,2554.9840,2587.8070,2594.7830,7137218600,76631733602.0000,0.005685,-0.268850,1,,,,,0
2010-05-20,sh.000001,2571.5400,2609.6390,2551.4520,2555.9400,2587.8070,6639004400,71961660671.0000,0.005288,-1.231427,1,,,,,0
2010-05-21,sh.000001,2492.5750,2584.4520,2481.9740,2583.5220,2555.9400,8385609000,86998295723.0000,0.006678,1.079135,1,,,,,0
2010-05-24,sh.000001,2596.3180,2680.4930,2596.3180,2673.4230,2583.5220,11249727200,121771226183.0000,0.008949,3.479789,1,,,,,0
2010-05-25,sh.000001,2654.3590,2659.7400,2609.0860,2622.6300,2673.4230,9326905000,101697412562.0000,0.007418,-1.899932,1,,,,,0
2010-05-26,sh.000001,2620.8530,2644.9410,2610.5100,2625.7930,2622.6300,6871046400,75195627889.0000,0.005461,0.120607,1,,,,,0
2010-05-27,sh.000001,2615.1050,2662.0810,2583.5480,2655.9180,2625.7930,8788356900,96516279204.0000,0.006985,1.147272,1,,,,,0
2010-05-28,sh.000001,2680.4030,2686.5420,2641.4050,2655.7670,2655.9180,8694799800,98648768130.0000,0.006908,-0.005681,1,,,,,0
2010-05-31,sh.000001,2647.8680,2665.3900,2591.5350,2592.1470,2655.7670,7874388200,87203750751.0000,0.006256,-2.395546,1,,,,,0
2010-06-01,sh.000001,2577.7630,2598.8970,2534.2670,2568.2830,2592.1470,7466611300,79814661762.0000,0.005932,-0.920627,1,,,,,0
2010-06-02,sh.000001,2548.5420,2572.3430,2521.0570,2571.4230,2568.2830,6486663400,69692518811.0000,0.005149,0.122266,1,,,,,0
2010-06-03,sh.000001,2575.7700,2596.1370,2551.5290,2552.6560,2571.4230,6950232800,74462434052.0000,0.005517,-0.729833,1,,,,,0
2010-06-04,sh.000001,2536.2310,2556.9690,2527.8730,2553.5930,2552.6560,5651849500,60645956510.0000,0.004485,0.036707,1,,,,,0
2010-06-07,sh.000001,2508.3290,2527.1040,2491.6610,2511.7290,2553.5930,6569798800,70153783991.0000,0.005212,-1.639416,1,,,,,0
2010-06-08,sh.000001,2510.0840,2531.8820,2491.6470,2513.9470,2511.7290,6303246800,69342653328.0000,0.004986,0.088306,1,,,,,0
2010-06-09,sh.000001,2523.8790,2589.4730,2501.1180,2583.8700,2513.9470,9603098400,102662530103.0000,0.007590,2.781407,1,,,,,0
2010-06-10,sh.000001,2561.5490,2581.0470,2554.7870,2562.5800,2583.8700,7458396400,80569289041.0000,0.005882,-0.823959,1,,,,,0
2010-06-11,sh.000001,2574.8990,2590.9790,2566.6160,2569.9420,2562.5800,6651928000,73920367262.0000,0.005246,0.287281,1,,,,,0
2010-06-17,sh.000001,2588.9650,2595.5090,2559.7230,2560.2450,2569.9420,5495703900,61650699806.0000,0.004331,-0.377315,1,,,,,0
2010-06-18,sh.000001,2556.6020,2568.8610,2505.3270,2513.2220,2560.2450,6721845300,72840913127.0000,0.005294,-1.836668,1,,,,,0
2010-06-21,sh.000001,2517.2920,2587.3400,2504.3150,2586.2100,2513.2220,7855442500,81694028138.0000,0.006177,2.904162,1,,,,,0
2010-06-22,sh.000001,2579.6310,2598.3530,2572.9620,2588.6980,2586.2100,6368145900,65898436608.0000,0.005007,0.096204,1,,,,,0
2010-06-23,sh.000001,2576.3430,2593.6730,2546.5200,2569.8720,2588.6980,5877682200,61894821152.0000,0.004607,-0.727235,1,,,,,0
2010-06-24,sh.000001,2563.6390,2586.8980,2554.3420,2566.7450,2569.8720,4885657100,51020728773.0000,0.003817,-0.121677,1,,,,,0
2010-06-25,sh.000001,2556.5400,2572.8320,2534.2690,2552.8170,2566.7450,5007885200,51687997766.0000,0.003912,-0.542641,1,,,,,0
2010-06-28,sh.000001,2550.6490,2561.4850,2528.3850,2535.2780,2552.8170,4320393800,45257330900.0000,0.003372,-0.687038,1,,,,,0
2010-06-29,sh.000001,2534.4960,2541.1420,2425.9270,2427.0530,2535.2780,7374490400,71361871448.0000,0.005753,-4.268766,1,,,,,0
2010-06-30,sh.000001,2409.5420,2411.4410,2382.3580,2398.3700,2427.0530,5521056900,51154351342.0000,0.004307,-1.181798,1,,,,,0
2010-07-01,sh.000001,2393.9470,2410.7690,2371.7780,2373.7920,2398.3700,4996768600,46415158479.0000,0.003898,-1.024785,1,,,,,0
2010-07-02,sh.000001,2371.3230,2386.4000,2319.7390,2382.9010,2373.7920,6832957000,61545270259.0000,0.005325,0.383727,1,,,,,0
2010-07-05,sh.000001,2358.7570,2378.0880,2335.5710,2363.9470,2382.9010,4799645200,42999668092.0000,0.003739,-0.795411,1,,,,,0
2010-07-06,sh.000001,2358.2840,2409.7830,2356.5530,2409.4240,2363.9470,6136429500,55618257338.0000,0.004780,1.923776,1,,,,,0
2010-07-07,sh.000001,2407.6650,2421.6790,2392.5670,2421.1170,2409.4240,5611070000,52493745444.0000,0.004371,0.485297,1,,,,,0
2010-07-08,sh.000001,2429.6760,2436.2830,2402.0020,2415.1500,2421.1170,5448595400,50449202545.0000,0.004243,-0.246458,1,,,,,0
2010-07-09,sh.000001,2416.5800,2485.6000,2398.6760,2470.9230,2415.1500,8589014800,81834661782.0000,0.006688,2.309306,1,,,,,0
2010-07-12,sh.000001,2468.5410,2501.0240,2455.8140,2490.7180,2470.9230,8292234900,81580605524.0000,0.006448,0.801114,1,,,,,0
2010-07-13,sh.000001,2468.6900,2468.6900,2439.2430,2450.2860,2490.7180,6632701900,63392043165.0000,0.005156,-1.623312,1,,,,,0
2010-07-14,sh.000001,2456.1030,2494.5890,2456.1030,2470.4400,2450.2860,7294614500,70221217634.0000,0.005668,0.822518,1,,,,,0
2010-07-15,sh.000001,2465.9890,2487.2370,2423.6490,2424.3040,2470.4400,10553923900,72186340168.0000,0.008171,-1.867521,1,,,,,0
2010-07-16,sh.000001,2414.6810,2428.4640,2389.0710,2424.2710,2424.3040,7079330300,55992242757.0000,0.005476,-0.001360,1,,,,,0
2010-07-19,sh.000001,2399.5800,2484.1940,2392.2730,2475.4210,2424.2710,8883896200,79475296793.0000,0.006863,2.109909,1,,,,,0
2010-07-20,sh.000001,2477.7530,2530.3310,2477.4600,2528.7300,2475.4210,11859837400,111641750850.0000,0.009144,2.153536,1,,,,,0
2010-07-21,sh.000001,2529.6190,2553.4520,2520.1490,2535.3940,2528.7300,11424783200,105772526002.0000,0.008807,0.263534,1,,,,,0
2010-07-22,sh.000001,2525.9760,2563.2390,2522.2010,2562.4060,2535.3940,10593421700,95754900535.0000,0.008166,1.065395,1,,,,,0
2010-07-23,sh.000001,2566.8510,2579.5230,2549.2370,2572.0280,2562.4060,11437314900,101168593469.0000,0.008817,0.375509,1,,,,,0
2010-07-26,sh.000001,2576.3720,2589.4840,2556.4660,2588.6830,2572.0280,9332648600,88588775158.0000,0.007186,0.647545,1,,,,,0
2010-07-27,sh.000001,2581.5900,2587.9970,2565.6360,2575.3680,2588.6830,8660523600,85156951249.0000,0.006665,-0.514361,1,,,,,0
2010-07-28,sh.000001,2574.3220,2636.0020,2564.1560,2633.6630,2575.3680,12897953800,121947192666.0000,0.009919,2.263566,1,,,,,0
2010-07-29,sh.000001,2635.0480,2656.4080,2623.9440,2648.1160,2633.6630,13912360500,131200311086.0000,0.010615,0.548775,1,,,,,0
2010-07-30,sh.000001,2642.8520,2643.0350,2614.7320,2637.5030,2648.1160,9477378800,94120939833.0000,0.007231,-0.400777,1,,,,,0
2010-08-02,sh.000001,2635.8070,2675.7620,2633.6470,2672.5160,2637.5030,11294463300,110228613034.0000,0.008617,1.327513,1,,,,,0
2010-08-03,sh.000001,2678.7910,2681.7860,2626.7220,2627.0020,2672.5160,12797109400,130397499771.0000,0.009762,-1.703045,1,,,,,0
2010-08-04,sh.000001,2620.4990,2638.8980,2589.9880,2638.5220,2627.0020,11212373700,112845728860.0000,0.008553,0.438523,1,,,,,0
2010-08-05,sh.000001,2636.2430,2640.5890,2606.6220,2620.7570,2638.5220,11351438200,115426381331.0000,0.008658,-0.673289,1,,,,,0
2010-08-06,sh.000001,2618.7130,2659.4120,2598.9130,2658.3920,2620.7570,12092728600,123364528412.0000,0.009223,1.436036,1,,,,,0
2010-08-09,sh.000001,2656.3640,2676.0900,2650.3970,2672.5330,2658.3920,11996475000,126557183721.0000,0.009144,0.531933,1,,,,,0
2010-08-10,sh.000001,2672.7930,2675.3130,2594.3360,2595.2740,2672.5330,12701002100,129567701180.0000,0.009680,-2.890854,1,,,,,0
2010-08-11,sh.000001,2587.6150,2618.4510,2586.0180,2607.4970,2595.2740,8694146100,88751831976.0000,0.006625,0.470977,1,,,,,0
2010-08-12,sh.000001,2584.9190,2608.7610,2570.9630,2575.4750,2607.4970,9267520300,96005861113.0000,0.007061,-1.228073,1,,,,,0
2010-08-13,sh.000001,2576.6870,2607.0330,2564.8380,2606.7000,2575.4750,8882045000,91342498292.0000,0.006767,1.212392,1,,,,,0
2010-08-16,sh.000001,2603.7920,2665.3140,2596.7710,2661.7080,2606.7000,12586282300,130736851353.0000,0.009585,2.110257,1,,,,,0
2010-08-17,sh.000001,2663.1840,2677.5700,2654.0110,2671.8930,2661.7080,12263829400,128597720025.0000,0.009335,0.382651,1,,,,,0
2010-08-18,sh.000001,2674.5010,2687.7600,2654.4080,2666.3010,2671.8930,13625434800,128831042372.0000,0.010366,-0.209291,1,,,,,0
2010-08-19,sh.000001,2669.4310,2701.9300,2659.2970,2687.9790,2666.3010,12844161300,133233657247.0000,0.009772,0.813036,1,,,,,0
2010-08-20,sh.000001,2677.0190,2683.2880,2636.9080,2642.3070,2687.9790,11617218400,119817337630.0000,0.008816,-1.699125,1,,,,,0
2010-08-23,sh.000001,2637.8200,2656.1160,2629.7070,2639.3660,2642.3070,8813653900,91492887897.0000,0.006688,-0.111301,1,,,,,0
2010-08-24,sh.000001,2636.5320,2667.1710,2614.5630,2650.3070,2639.3660,10724363900,106318342845.0000,0.008138,0.414528,1,,,,,0
2010-08-25,sh.000001,2634.9500,2645.5030,2595.7280,2596.5800,2650.3070,10969582800,108265742170.0000,0.008323,-2.027192,1,,,,,0
2010-08-26,sh.000001,2604.8820,2616.9620,2590.6140,2603.4810,2596.5800,8031385700,81805454775.0000,0.006091,0.265768,1,,,,,0
2010-08-27,sh.000001,2602.5010,2613.4870,2588.6430,2610.7420,2603.4810,7046609400,75183467792.0000,0.005344,0.278895,1,,,,,0
2010-08-30,sh.000001,2622.2660,2656.3550,2620.1900,2652.6640,2610.7420,11047952500,120862400137.0000,0.008374,1.605755,1,,,,,0
2010-08-31,sh.000001,2644.7870,2647.2530,2626.7930,2638.7980,2652.6640,11089024500,124753743789.0000,0.008404,-0.522718,1,,,,,0
2010-09-01,sh.000001,2641.0530,2662.8760,2604.4870,2622.8820,2638.7980,12716494000,138493970597.0000,0.009619,-0.603154,1,,,,,0
2010-09-02,sh.000001,2646.8930,2659.9780,2636.4180,2655.7760,2622.8820,12407623800,142065830978.0000,0.009385,1.254109,1,,,,,0
2010-09-03,sh.000001,2658.1290,2660.5390,2631.8510,2655.3940,2655.7760,12945652600,145975238598.0000,0.009792,-0.014378,1,,,,,0
2010-09-06,sh.000001,2667.1950,2698.6010,2664.2390,2696.2500,2655.3940,14420906600,160243816004.0000,0.010904,1.538602,1,,,,,0
2010-09-07,sh.000001,2698.2180,2704.9330,2679.0230,2698.3630,2696.2500,11223153900,123619813540.0000,0.008486,0.078369,1,,,,,0
2010-09-08,sh.000001,2687.7110,2695.8450,2674.3210,2695.2910,2698.3630,11351940900,130961458935.0000,0.008584,-0.113848,1,,,,,0
2010-09-09,sh.000001,2698.6380,2698.6380,2651.6020,2656.3520,2695.2910,13298943400,156158833536.0000,0.010056,-1.444704,1,,,,,0
2010-09-10,sh.000001,2657.2350,2667.8370,2628.8290,2663.2090,2656.3520,11304115100,134130260640.0000,0.008547,0.258134,1,,,,,0
2010-09-13,sh.000001,2665.6550,2696.6740,2660.6070,2688.3200,2663.2090,11791891400,140796348383.0000,0.008916,0.942888,1,,,,,0
2010-09-14,sh.000001,2694.0690,2703.7810,2678.9740,2688.5220,2688.3200,12071241000,141033358691.0000,0.009125,0.007510,1,,,,,0
2010-09-15,sh.000001,2688.3860,2688.4900,2645.8640,2652.5030,2688.5220,12203981500,138474774688.0000,0.009226,-1.339734,1,,,,,0
2010-09-16,sh.000001,2646.9210,2653.2720,2583.3370,2602.4650,2652.5030,11899820000,128503047306.0000,0.008990,-1.886439,1,,,,,0
2010-09-17,sh.000001,2607.5510,2615.0790,2592.5350,2598.6890,2602.4650,8317135700,94655424363.0000,0.006283,-0.145098,1,,,,,0
2010-09-20,sh.000001,2601.4820,2607.3470,2573.6290,2588.7130,2598.6890,7946951900,89768763346.0000,0.005993,-0.383889,1,,,,,0
2010-09-21,sh.000001,2593.7630,2601.0990,2580.1770,2591.5500,2588.7130,5810140600,66352718904.0000,0.004381,0.109597,1,,,,,0
2010-09-27,sh.000001,2600.5400,2629.0450,2597.1390,2627.9670,2591.5500,7684465800,90540412831.0000,0.005780,1.405221,1,,,,,0
2010-09-28,sh.000001,2625.3260,2625.3260,2607.0180,2611.3540,2627.9670,9311743000,115009083324.0000,0.007004,-0.632163,1,,,,,0
2010-09-29,sh.000001,2608.9190,2634.1240,2603.9270,2610.6780,2611.3540,8861866300,105883851593.0000,0.006659,-0.025888,1,,,,,0
2010-09-30,sh.000001,2599.7150,2655.9990,2597.5970,2655.6580,2610.6780,8958036100,107081515672.0000,0.006732,1.722923,1,,,,,0
2010-10-08,sh.000001,2681.2530,2747.8050,2677.9940,2738.7440,2655.6580,13575954300,167614337357.0000,0.010196,3.128639,1,,,,,0
2010-10-11,sh.000001,2755.0260,2823.5970,2755.0260,2806.9420,2738.7440,20753526500,253469816327.0000,0.015416,2.490120,1,,,,,0
2010-10-12,sh.000001,2795.7640,2843.4280,2782.3410,2841.4070,2806.9420,16742832700,211787463156.0000,0.012436,1.227852,1,,,,,0
2010-10-13,sh.000001,2842.1380,2862.0350,2826.2210,2861.3610,2841.4070,18528167100,228385387870.0000,0.013761,0.702261,1,,,,,0
2010-10-14,sh.000001,2881.5520,2919.4140,2864.5190,2879.6360,2861.3610,22946170900,264682458591.0000,0.017036,0.638679,1,,,,,0
